threshold,children_flagged,pct_children,precision,recall
0.3,704,0.4078794901506373,0.9318181818181818,0.9718518518518519
0.5,679,0.39339513325608344,0.9440353460972017,0.9496296296296296
0.7,630,0.3650057937427578,0.9603174603174603,0.8962962962962963
0.8,576,0.33371958285052145,0.9704861111111112,0.8281481481481482
0.9,518,0.30011587485515645,0.9787644787644788,0.7511111111111111
